timestamp,pr_url,finding_id,tool_name,finding_type,finding_url,evaluator_id,master_rating,master_reasoning,finding_summary,detection_latency_ms,false_positive_link
2026-06-09T10:52:27.073Z,https://github.com/abapify/openadt/pull/78,review:3379916252,greptile-apps[bot],code_review,https://github.com/abapify/openadt/pull/78#discussion_r3379916252,kilo/minimax/minimax-m3,0,greptile P2: general/sonnet-vs-haiku conflict - author restructured into labelled blocks and explicit task template in b1f4f20.,"<a href=""#""><img alt=""P2"" src=""https://greptile-static-assets.s3.amazonaws.com/badges/p2.svg?v=9"" a…",0,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,scan:80286867879:0,main,code_scan,https://github.com/abapify/openadt/actions/runs/27195770009/job/80286867879,kilo/minimax/minimax-m3,1,"Informational only; Java tests skipped is a pre-existing repo config decision, not actionable on this PR.",Java tests skipped,47000,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,scan:80286858498:0,submit-maven,code_scan,https://github.com/abapify/openadt/actions/runs/27195765185/job/80286858498,kilo/minimax/minimax-m3,1,"Node 20 deprecation is pre-existing infra, not introduced by this PR.",Node.js 20 actions are deprecated. The following actions are running on Node.js 20 and may not work…,21000,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,scan:80286858498:1,submit-maven,code_scan,https://github.com/abapify/openadt/actions/runs/27195765185/job/80286858498,kilo/minimax/minimax-m3,0,"submit-maven log line, not a finding — script grabbed plain log output.",Snapshot successfully created at 2026-06-09T09:07:04.470Z,21000,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,scan:80286858498:2,submit-maven,code_scan,https://github.com/abapify/openadt/actions/runs/27195765185/job/80286858498,kilo/minimax/minimax-m3,0,"submit-maven log line, not a finding.","{ ""manifests"": { ""openadt-bootstrap"": { ""resolved"": { ""pkg:maven/org.openadt/openadt-config@1.3.16?…",21000,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,scan:80286858498:3,submit-maven,code_scan,https://github.com/abapify/openadt/actions/runs/27195765185/job/80286858498,kilo/minimax/minimax-m3,0,"submit-maven log line, not a finding.",Submitting snapshot...,21000,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,scan:80286858498:4,submit-maven,code_scan,https://github.com/abapify/openadt/actions/runs/27195765185/job/80286858498,kilo/minimax/minimax-m3,0,"submit-maven log line, not a finding.",Using Java 21 (temurin) with Maven 3.9.16,21000,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,review:3379166368,gemini-code-assist[bot],code_review,https://github.com/abapify/openadt/pull/77#discussion_r3379166368,kilo/minimax/minimax-m3,5,"gemini — onEndpointFailure rejection escapes forwardToBackend. Real bug (hung JSON-RPC), I fixed it in 8e42e08 by wrapping in try/catch and routing through handleForwardError. High-signal: caught a real issue with a suggested fix.",![high](https://www.gstatic.com/codereviewagent/high-priority.svg) If `onEndpointFailure()` throws …,0,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,review:3379166402,gemini-code-assist[bot],code_review,https://github.com/abapify/openadt/pull/77#discussion_r3379166402,kilo/minimax/minimax-m3,5,"gemini — spawn throws synchronously → stderrFd leaked. Real bug, I fixed it in 8e42e08 by wrapping spawn in try/finally. High-signal, exact fix.",![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg) If `spawn` throws an error s…,0,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,review:3379168641,codeant-ai[bot],code_review,https://github.com/abapify/openadt/pull/77#discussion_r3379168641,kilo/minimax/minimax-m3,5,"codeant — `_mcpServers` key disables MCP. Real bug, I fixed it in 8e42e08 (restored mcpServers). Caught something the other tools missed.","**Suggestion:** Keep the MCP server config key aligned with the documented spec (`mcpServers`), or …",0,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,review:3379186070,greptile-apps[bot],code_review,https://github.com/abapify/openadt/pull/77#discussion_r3379186070,kilo/minimax/minimax-m3,5,"greptile — stale session id forwarded to new daemon after reconnect. Real bug, I fixed it in 8e42e08 (chain.resetSessionId() on backend change). High-signal.","<a href=""#""><img alt=""P2"" src=""https://greptile-static-assets.s3.amazonaws.com/badges/p2.svg?v=9"" a…",0,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,review:3379186221,greptile-apps[bot],code_review,https://github.com/abapify/openadt/pull/77#discussion_r3379186221,kilo/minimax/minimax-m3,5,"greptile — `_mcpServers` key. Real bug, I fixed it in 8e42e08. Duplicate of 3379168641 but different angle.","<a href=""#""><img alt=""P2"" src=""https://greptile-static-assets.s3.amazonaws.com/badges/p2.svg?v=9"" a…",0,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,review:3379193115,codeant-ai[bot],code_review,https://github.com/abapify/openadt/pull/77#discussion_r3379193115,kilo/minimax/minimax-m3,5,"codeant — same _mcpServers issue, marked CRITICAL/architect. Real bug, I fixed it in 8e42e08. Three tools independently flagged the same issue — strong signal.",**🔴 Architect Review — CRITICAL** The repo-level MCP config now uses `_mcpServers` instead of the …,0,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,review:3379193136,codeant-ai[bot],code_review,https://github.com/abapify/openadt/pull/77#discussion_r3379193136,kilo/minimax/minimax-m3,4,"codeant — daemon log path in timeout. The PR already included daemonLogFilePath in the error message; the reviewer just didn't see it. Worth a ""we already do this"" reply. Medium-signal: not wrong, but stale.","**🟠 Architect Review — HIGH** Daemon stderr is now captured to a per-port log file, but the `OPENA…",0,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,review:3379200178,codeant-ai[bot],code_review,https://github.com/abapify/openadt/pull/77#discussion_r3379200178,kilo/minimax/minimax-m3,5,"codeant — stale read backend on failover. Real bug, I fixed it in 8e42e08 (bridge.setReadBackend(undefined) before rewiring). High-signal.","**Suggestion:** During failover, this rewires read tools based on the new record, but when the new …",0,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,review:3379200195,codeant-ai[bot],code_review,https://github.com/abapify/openadt/pull/77#discussion_r3379200195,kilo/minimax/minimax-m3,5,codeant — same onEndpointFailure rejection issue. Duplicate of 3379166368 from a different reviewer. High-signal.,**Suggestion:** The reconnect callback is awaited without its own error handling; if the callback r…,0,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,review:3379200202,codeant-ai[bot],code_review,https://github.com/abapify/openadt/pull/77#discussion_r3379200202,kilo/minimax/minimax-m3,5,codeant — stale session id on reconnect. Same as 3379186070 from a different reviewer. High-signal.,"**Suggestion:** Reconnect retries reuse the previous endpoint session id, which can be invalid afte…",0,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,review:3379219961,coderabbitai[bot],code_review,https://github.com/abapify/openadt/pull/77#discussion_r3379219961,kilo/minimax/minimax-m3,4,coderabbit — include daemon stderr log in timeout. Same as 3379193136. The PR already did this; reviewer missed it. Medium-signal: stale.,_⚠️ Potential issue_ | _🟠 Major_ | _⚡ Quick win_ **Include the daemon stderr log location in timeo…,0,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,review:3379219979,coderabbitai[bot],code_review,https://github.com/abapify/openadt/pull/77#discussion_r3379219979,kilo/minimax/minimax-m3,2,"coderabbit — ""Re-check health immediately before stopPreviousServe"". I didn't fix this. Reviewer's suggestion has merit (avoid killing a healthy daemon due to TOCTOU), but not in scope of this PR. Low-signal: legitimate nit not introduced by this PR.",_⚠️ Potential issue_ | _🟠 Major_ | _⚡ Quick win_ **Re-check health immediately before `stopPreviou…,0,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,review:3379219989,coderabbitai[bot],code_review,https://github.com/abapify/openadt/pull/77#discussion_r3379219989,kilo/minimax/minimax-m3,5,coderabbit — same onEndpointFailure rejection as gemini/codeant. Triplicate confirmation. High-signal.,_⚠️ Potential issue_ | _🟠 Major_ | _⚡ Quick win_ **Handle `onEndpointFailure()` rejections like ot…,0,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,review:3379220000,coderabbitai[bot],code_review,https://github.com/abapify/openadt/pull/77#discussion_r3379220000,kilo/minimax/minimax-m3,5,coderabbit — same stale session id as greptile/codeant. Triplicate confirmation. High-signal.,_⚠️ Potential issue_ | _🟠 Major_ | _⚡ Quick win_ **Don't reattach the previous session to a handle…,0,
2026-06-09T10:03:42.468Z,https://github.com/abapify/openadt/pull/77,review:3379440415,kilo-code-bot[bot],code_review,https://github.com/abapify/openadt/pull/77#discussion_r3379440415,kilo/minimax/minimax-m3,5,kilo-code-bot — CRITICAL: spawn() throws → child undefined → crash on child.unref(). Real bug that I DIDN'T fix in 8e42e08. I wrapped the spawn in try/finally for stderrFd but child is declared with `let child: ChildProcess` *after* the spawn. The fix I shipped handles stderrFd cleanup but doesn't fully address this — the kilo bot is right that `child.unref()` outside the try will crash if spawn throws. Need to verify.,"**CRITICAL:** If `spawn()` throws an exception, `child` is undefined, causing a crash on `child.unr…",908000,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,scan:80363442304:0,submit-maven,code_scan,https://github.com/abapify/openadt/actions/runs/27217606702/job/80363442304,composer-2.5,2,Bot nit; tracked,Node.js 20 actions are deprecated. The following actions are running on Node.js 20 and may not work…,55000,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,scan:80363442304:1,submit-maven,code_scan,https://github.com/abapify/openadt/actions/runs/27217606702/job/80363442304,composer-2.5,2,Bot nit; tracked,Snapshot successfully created at 2026-06-09T15:38:26.505Z,55000,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,scan:80363442304:2,submit-maven,code_scan,https://github.com/abapify/openadt/actions/runs/27217606702/job/80363442304,composer-2.5,2,Bot nit; tracked,"{ ""manifests"": { ""openadt-bootstrap"": { ""resolved"": { ""pkg:maven/org.openadt/openadt-config@1.3.16?…",55000,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,scan:80363442304:3,submit-maven,code_scan,https://github.com/abapify/openadt/actions/runs/27217606702/job/80363442304,composer-2.5,2,Bot nit; tracked,Submitting snapshot...,55000,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,scan:80363442304:4,submit-maven,code_scan,https://github.com/abapify/openadt/actions/runs/27217606702/job/80363442304,composer-2.5,2,Bot nit; tracked,Using Java 21 (temurin) with Maven 3.9.16,55000,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,review:3381853968,codescene-delta-analysis[bot],code_review,https://github.com/abapify/openadt/pull/83#discussion_r3381853968,composer-2.5,4,Valid complexity gate; addressed via refactors on HEAD bfeba4c,[//]: # (cs-code-health) ❌ New issue: [**Complex Conditional**](https://codescene.io/projects/80949…,0,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,review:3381854020,codescene-delta-analysis[bot],code_review,https://github.com/abapify/openadt/pull/83#discussion_r3381854020,composer-2.5,4,Valid complexity gate; addressed via refactors on HEAD bfeba4c,[//]: # (cs-code-health) ❌ New issue: [**Bumpy Road Ahead**](https://codescene.io/projects/80949/de…,0,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,review:3381854072,codescene-delta-analysis[bot],code_review,https://github.com/abapify/openadt/pull/83#discussion_r3381854072,composer-2.5,4,Valid complexity gate; addressed via refactors on HEAD bfeba4c,[//]: # (cs-code-health) ❌ New issue: [**Complex Method**](https://codescene.io/projects/80949/delt…,0,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,review:3381854120,codescene-delta-analysis[bot],code_review,https://github.com/abapify/openadt/pull/83#discussion_r3381854120,composer-2.5,4,Valid complexity gate; addressed via refactors on HEAD bfeba4c,[//]: # (cs-code-health) ❌ New issue: [**Bumpy Road Ahead**](https://codescene.io/projects/80949/de…,0,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,review:3381854163,codescene-delta-analysis[bot],code_review,https://github.com/abapify/openadt/pull/83#discussion_r3381854163,composer-2.5,4,Valid complexity gate; addressed via refactors on HEAD bfeba4c,[//]: # (cs-code-health) ❌ New issue: [**Complex Conditional**](https://codescene.io/projects/80949…,0,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,review:3381854258,codescene-delta-analysis[bot],code_review,https://github.com/abapify/openadt/pull/83#discussion_r3381854258,composer-2.5,4,Valid complexity gate; addressed via refactors on HEAD bfeba4c,[//]: # (cs-code-health) ❌ New issue: [**Complex Conditional**](https://codescene.io/projects/80949…,0,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,review:3381854295,codescene-delta-analysis[bot],code_review,https://github.com/abapify/openadt/pull/83#discussion_r3381854295,composer-2.5,4,Valid complexity gate; addressed via refactors on HEAD bfeba4c,[//]: # (cs-code-health) ❌ New issue: [**Complex Conditional**](https://codescene.io/projects/80949…,0,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,review:3381854391,codescene-delta-analysis[bot],code_review,https://github.com/abapify/openadt/pull/83#discussion_r3381854391,composer-2.5,4,Valid complexity gate; addressed via refactors on HEAD bfeba4c,[//]: # (cs-code-health) ❌ New issue: [**String Heavy Function Arguments**](https://codescene.io/pr…,0,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,review:3381855312,amazon-q-developer[bot],code_review,https://github.com/abapify/openadt/pull/83#discussion_r3381855312,composer-2.5,4,Valid empty-array guard; oldestOpenHarvest added,:stop_sign: **Logic Error**: Array access on potentially empty array causes runtime crash. The `bui…,0,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,review:3381866914,gemini-code-assist[bot],code_review,https://github.com/abapify/openadt/pull/83#discussion_r3381866914,composer-2.5,3,Reasonable edge-case hardening; applied where agreed,"![high](https://www.gstatic.com/codereviewagent/high-priority.svg) If a thread is harvested again, …",0,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,review:3381866938,gemini-code-assist[bot],code_review,https://github.com/abapify/openadt/pull/83#discussion_r3381866938,composer-2.5,3,Reasonable edge-case hardening; applied where agreed,![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg) If `gh pr view` fails for an…,0,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,review:3381866945,gemini-code-assist[bot],code_review,https://github.com/abapify/openadt/pull/83#discussion_r3381866945,composer-2.5,3,Reasonable edge-case hardening; applied where agreed,![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg) If `hasNextPage` is true but…,0,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,review:3381866957,gemini-code-assist[bot],code_review,https://github.com/abapify/openadt/pull/83#discussion_r3381866957,composer-2.5,3,Reasonable edge-case hardening; applied where agreed,![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg) When a thread is moved back …,0,
2026-06-09T15:38:43.589Z,https://github.com/abapify/openadt/pull/83,review:3381866970,gemini-code-assist[bot],code_review,https://github.com/abapify/openadt/pull/83#discussion_r3381866970,composer-2.5,3,Reasonable edge-case hardening; applied where agreed,![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg) If the parent directory of `…,0,
2026-06-10T14:29:33.733Z,https://github.com/abapify/openadt/pull/88,review:3388983211,amazon-q-developer[bot],code_review,https://github.com/abapify/openadt/pull/88#discussion_r3388983211,kilo/minimax-minimax-m3,5,Correct crash bug (TypeError on empty harvest list). Fix in archive-harvest.ts:44-49 derives archiveDir() from OPENADT_DEBT_DIR; verified in 184b79e.,:stop_sign: **Crash Risk**: `archiveDir()` will crash when `listHarvestPaths()` returns an empty ar…,0,
2026-06-10T14:29:33.733Z,https://github.com/abapify/openadt/pull/88,review:3389003276,gemini-code-assist[bot],code_review,https://github.com/abapify/openadt/pull/88#discussion_r3389003276,kilo/minimax-minimax-m3,5,"Correct: archiveDir() was fragile, depended on listHarvestPaths()[0]. Same fix in 184b79e; root cause identical to amazon-q.",![high](https://www.gstatic.com/codereviewagent/high-priority.svg) The `archiveDir()` function is f…,0,
2026-06-10T14:29:33.733Z,https://github.com/abapify/openadt/pull/88,review:3389003304,gemini-code-assist[bot],code_review,https://github.com/abapify/openadt/pull/88#discussion_r3389003304,kilo/minimax-minimax-m3,4,"Correct diagram issue: duplicate node id `A`. Fixed in 184b79e by renaming to AR/Act. Medium priority, valid cosmetic/UX finding.",![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg) The Mermaid diagram for the …,0,
2026-06-10T14:29:33.733Z,https://github.com/abapify/openadt/pull/88,review:3389010403,codeant-ai[bot],code_review,https://github.com/abapify/openadt/pull/88#discussion_r3389010403,kilo/minimax-minimax-m3,5,Correct HIGH-severity finding: /harvest pr/batch needed OWNER REPO resolution. Fixed in 184b79e via resolveGhRepo() + withOwnerRepo() injection.,**🟠 Architect Review — HIGH** The `/harvest` CLI forwards `harvest:pr` directly to `harvest-thread…,0,
2026-06-10T14:29:33.733Z,https://github.com/abapify/openadt/pull/88,review:3389012818,codeant-ai[bot],code_review,https://github.com/abapify/openadt/pull/88#discussion_r3389012818,kilo/minimax-minimax-m3,4,Correct logic bug in archiveDir() post-archive count. Falls out of the same fix as 3388983211; verified archivedCount() now resolves the real directory.,**Suggestion:** The archive directory is derived from the first current harvest file path; after ar…,0,
2026-06-10T14:29:33.733Z,https://github.com/abapify/openadt/pull/88,review:3389026998,codeant-ai[bot],code_review,https://github.com/abapify/openadt/pull/88#discussion_r3389026998,kilo/minimax-minimax-m3,4,Correct race-condition concern with process.env mutation. Fixed in 184b79e by replacing cleanupAll() with beforeEach/afterEach save+restore.,"**Suggestion:** This test suite mutates process-wide environment variables as shared global state, …",0,
2026-06-10T14:29:33.733Z,https://github.com/abapify/openadt/pull/88,review:3389063347,coderabbitai[bot],code_review,https://github.com/abapify/openadt/pull/88#discussion_r3389063347,kilo/minimax-minimax-m3,4,Correct: same archiveDir() bug as 3388983211/3389012818. Same fix in 184b79e. CodeRabbit independently caught the same issue.,_⚠️ Potential issue_ | _🟡 Minor_ | _⚡ Quick win_ **`archiveDir()` returns incorrect path when no h…,0,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056680692:0,submit-maven,code_scan,https://github.com/abapify/openadt/actions/runs/27423971273/job/81056680692,haiku,3,"Real deprecation signal for actions/setup-node@v4 on Node 20 — actionable but not blocking, small follow-up to bump pin.",Node.js 20 actions are deprecated. The following actions are running on Node.js 20 and may not work…,79000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056680692:1,submit-maven,code_scan,https://github.com/abapify/openadt/actions/runs/27423971273/job/81056680692,haiku,0,"CI log capture line, not a finding.",Snapshot successfully created at 2026-06-12T15:01:33.626Z,79000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056680692:2,submit-maven,code_scan,https://github.com/abapify/openadt/actions/runs/27423971273/job/81056680692,haiku,0,"CI log capture line (manifest dump), not a finding.","{ ""manifests"": { ""openadt-bootstrap"": { ""resolved"": { ""pkg:maven/org.openadt/openadt-config@1.3.17?…",79000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056680692:3,submit-maven,code_scan,https://github.com/abapify/openadt/actions/runs/27423971273/job/81056680692,haiku,0,"CI log capture line (""Submitting snapshot...""), not a finding.",Submitting snapshot...,79000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056680692:4,submit-maven,code_scan,https://github.com/abapify/openadt/actions/runs/27423971273/job/81056680692,haiku,0,"CI log capture line (Java/Maven banner), not a finding.",Using Java 21 (temurin) with Maven 3.9.16,79000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056612242:0,Analyze (java-kotlin),code_scan,https://github.com/abapify/openadt/actions/runs/27423952344/job/81056612242,haiku,0,"Codacy/Sonar tool noise — failed to fetch diff (>300 files), not a code finding.",Cannot retrieve the full diff because there are too many (300) changed files in the pull request.,141000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056612198:0,Analyze (javascript-typescript),code_scan,https://github.com/abapify/openadt/actions/runs/27423952344/job/81056612198,haiku,0,"Same diff-fetch failure noise, not actionable on this PR.",Cannot retrieve the full diff because there are too many (300) changed files in the pull request.,106000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056612192:0,Analyze (ruby),code_scan,https://github.com/abapify/openadt/actions/runs/27423952344/job/81056612192,haiku,0,Diff-fetch failure noise.,Cannot retrieve the full diff because there are too many (300) changed files in the pull request.,88000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056612115:0,Analyze (actions),code_scan,https://github.com/abapify/openadt/actions/runs/27423952344/job/81056612115,haiku,0,Diff-fetch failure noise.,Cannot retrieve the full diff because there are too many (300) changed files in the pull request.,91000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056612070:0,Analyze (csharp),code_scan,https://github.com/abapify/openadt/actions/runs/27423952344/job/81056612070,haiku,0,Diff-fetch failure noise.,Cannot retrieve the full diff because there are too many (300) changed files in the pull request.,109000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056612047:0,Analyze (python),code_scan,https://github.com/abapify/openadt/actions/runs/27423952344/job/81056612047,haiku,0,Diff-fetch failure noise.,Cannot retrieve the full diff because there are too many (300) changed files in the pull request.,90000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056602193:0,Analyze (python),code_scan,https://github.com/abapify/openadt/actions/runs/27423952608/job/81056602193,haiku,0,Diff-fetch failure noise.,Cannot retrieve the full diff because there are too many (300) changed files in the pull request.,88000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056602163:0,Analyze (ruby),code_scan,https://github.com/abapify/openadt/actions/runs/27423952608/job/81056602163,haiku,0,Diff-fetch failure noise.,Cannot retrieve the full diff because there are too many (300) changed files in the pull request.,84000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056602108:0,Analyze (csharp),code_scan,https://github.com/abapify/openadt/actions/runs/27423952608/job/81056602108,haiku,0,Diff-fetch failure noise.,Cannot retrieve the full diff because there are too many (300) changed files in the pull request.,128000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056602094:0,Analyze (java-kotlin),code_scan,https://github.com/abapify/openadt/actions/runs/27423952608/job/81056602094,haiku,0,Diff-fetch failure noise.,Cannot retrieve the full diff because there are too many (300) changed files in the pull request.,125000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056602091:0,main,code_scan,https://github.com/abapify/openadt/actions/runs/27423954584/job/81056602091,haiku,4,Real CI failure (exit code 1) — already fixed in 0088f0c per the prompt; tracking the still-flagged job.,Process completed with exit code 1.,56000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,scan:81056602067:0,Analyze (javascript-typescript),code_scan,https://github.com/abapify/openadt/actions/runs/27423952608/job/81056602067,haiku,0,Diff-fetch failure noise.,Cannot retrieve the full diff because there are too many (300) changed files in the pull request.,104000,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,review:3392316627,github-advanced-security[bot],code_review,https://github.com/abapify/openadt/pull/89#discussion_r3392316627,haiku,4,CodeQL incomplete string escaping in dispatch.ts — plausible real security signal worth a look.,## CodeQL / Incomplete string escaping or encoding This does not escape backslash characters in the…,0,
2026-06-12T16:50:46.845Z,https://github.com/abapify/openadt/pull/89,review:3392317285,amazon-q-developer[bot],code_review,https://github.com/abapify/openadt/pull/89#discussion_r3392317285,haiku,3,Amazon-Q recursive-call concern in e2e framework — could be real but generic bot heuristic.,:stop_sign: **Logic Error**: Recursive call in resolveDestinationId at line 142 without proper term…,0,
